flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,fwd_avg_segment_size,bwd_avg_segment_size,avg_segment_size,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,idle_min,idle_max,idle_mean,idle_std,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,label,ftp_patator
172.16.0.1_59340_192.168.10.50_21_TCP_2017-07-04 09:14:13.214014,14:13.2,172.16.0.1,59340,192.168.10.50,21,TCP,9.187492847442629,26,11,15,310,122,188,34,0,11.92307692,12.20631324,148.9940828,34,0,11.92307692,12.20631324,81.53719008,34,0,11.92307692,12.20631324,197.5822222,848,40,32,32.61538462,2.13175484,360,40,32,32.72727273,2.2998383,488,40,32,32.53333333,1.99555061,11.090909090909092,12.533333333333331,11.923076923076923,29200,28960,0,0,0,0,0,0,0,0,33.74152286674048,13.27892190239464,20.46260096434584,2.8299341759201693,1.632654332261636,1.1972798436585332,1.3636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,25,0,0,1,7,0,0,1,10,0,0,1,7,0,0,1,15,0,0,0.36749971,0.97899589,3.163055896759033,2.86102294921875e-06,9.187492847442629,0.91874928,1.40344839,3.206497908,3.814697265625e-06,9.187492847442629,0.6561795,1.23373329,3.163055896759033,2.86102294921875e-06,9.186512947,3.6666666666666665,5,40.66666666666666,40.66666666666666,FTP-Patator,ftp_patator
192.168.10.50_21_172.16.0.1_59340_TCP_2017-07-04 09:14:22.401560,14:22.4,192.168.10.50,21,172.16.0.1,59340,TCP,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1499174062,0,1499174062,1499174062,1499174062,0,0,0,0,0,1499174062,0,1499174062,1499174062,1499174062,0,0,0,0,FTP-Patator,ftp_patator
172.16.0.1_59342_192.168.10.50_21_TCP_2017-07-04 09:14:13.530844,14:13.5,172.16.0.1,59342,192.168.10.50,21,TCP,9.191617012023926,26,10,16,313,125,188,34,0,12.03846154,12.2928396,151.1139053,34,0,12.03846154,12.2928396,81.45,34,0,12.03846154,12.2928396,194.4375,836,40,20,32.15384615,3.23076923,328,40,32,32.8,2.4,508,40,20,31.75,3.59687364,12.5,11.75,12.038461538461538,29200,28960,0,0,0,0,0,0,0,0,34.05276781991156,13.59934817,20.45341964902036,2.8286644195453694,1.7407165658740735,1.087947853671296,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,24,0,1,0,7,0,0,1,9,0,0,1,7,0,0,1,15,0,1,0.36766468,0.97914119,3.158354997634888,2.86102294921875e-06,9.191617012023926,1.02128522,1.44258904,3.2024290561676025,3.0994415283203125e-06,9.191566944122314,0.61276673,1.20319794,3.158354997634888,2.86102294921875e-06,9.191500902175903,3.333333333333333,5.333333333333333,41.66666666666666,41.66666666666666,FTP-Patator,ftp_patator
172.16.0.1_59344_192.168.10.50_21_TCP_2017-07-04 09:14:13.690455,14:13.7,172.16.0.1,59344,192.168.10.50,21,TCP,9.205610036849976,26,11,15,312,124,188,34,0,12,12.25058868,150.0769231,34,0,12,12.25058868,84.38016529,34,0,12,12.25058868,197.5822222,848,40,32,32.61538462,2.13175484,360,40,32,32.72727273,2.2998383,488,40,32,32.53333333,1.99555061,11.272727272727272,12.533333333333331,12,29200,28960,0,0,0,0,0,0,0,0,33.89237636083505,13.470047015203674,20.42232934563137,2.824364696736254,1.629441171193993,1.1949235255422614,1.3636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,25,0,0,1,7,0,0,1,10,0,0,1,7,0,0,1,15,0,0,0.3682244,0.98003225,3.168852090835572,3.0994415283203125e-06,9.205610036849976,0.920561,1.40361162,3.211914063,3.0994415283203125e-06,9.205610036849976,0.65748537,1.23489262,3.168852090835572,4.696846008300781e-05,9.204795122146606,3.6666666666666665,5,41.333333333333336,41.333333333333336,FTP-Patator,ftp_patator
192.168.10.50_21_172.16.0.1_59344_TCP_2017-07-04 09:14:22.896118,14:22.9,192.168.10.50,21,172.16.0.1,59344,TCP,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1499174062.896118,0,1499174062.896118,1499174062.896118,1499174062.896118,0,0,0,0,0,1499174062.896118,0,1499174062.896118,1499174062.896118,1499174062.896118,0,0,0,0,FTP-Patator,ftp_patator
172.16.0.1_59346_192.168.10.50_21_TCP_2017-07-04 09:14:13.690967,14:13.7,172.16.0.1,59346,192.168.10.50,21,TCP,9.224373817443848,26,10,16,310,122,188,34,0,11.92307692,12.20631324,148.9940828,34,0,11.92307692,12.20631324,76.16,34,0,11.92307692,12.20631324,194.4375,836,40,20,32.15384615,3.23076923,328,40,32,32.8,2.4,508,40,20,31.75,3.59687364,12.2,11.75,11.923076923076923,29200,28960,0,0,0,0,0,0,0,0,33.60661722249063,13.22583000368986,20.38078721880077,2.818619508983085,1.734535082451129,1.0840844265319556,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,24,0,1,0,7,0,0,1,9,0,0,1,7,0,0,1,15,0,1,0.36897495,0.98155224,3.1688990592956543,3.0994415283203125e-06,9.224373817443848,1.02492687,1.44630559,3.2106189727783203,0.000215769,9.224341869354248,0.614957,1.20601986,3.1688990592956543,3.0994415283203125e-06,9.224354982,3.333333333333333,5.333333333333333,40.66666666666666,40.66666666666666,FTP-Patator,ftp_patator
172.16.0.1_59350_192.168.10.50_21_TCP_2017-07-04 09:14:16.562993,14:16.6,172.16.0.1,59350,192.168.10.50,21,TCP,8.785848856,26,10,16,309,121,188,34,0,11.88461538,12.17287945,148.1789941,34,0,11.88461538,12.17287945,74.09,34,0,11.88461538,12.17287945,194.4375,836,40,20,32.15384615,3.23076923,328,40,32,32.8,2.4,508,40,20,31.75,3.59687364,12.1,11.75,11.884615384615383,29200,28960,0,0,0,0,0,0,0,0,35.17019300758326,13.77214677643228,21.39804623115098,2.9593042660102418,1.8211103175447645,1.1381939484654775,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,24,0,1,0,7,0,0,1,9,0,0,1,7,0,0,1,15,0,1,0.35143395,0.9359833,3.000054121017456,4.0531158447265625e-06,8.785848856,0.97619467,1.38044479,3.0422189235687256,0.00022006,8.785752058029175,0.58571839,1.15017199,3.000054121017456,4.0531158447265625e-06,8.785775899887085,3.333333333333333,5.333333333333333,40.333333333333336,40.333333333333336,FTP-Patator,ftp_patator
172.16.0.1_59348_192.168.10.50_21_TCP_2017-07-04 09:14:16.554902,14:16.6,172.16.0.1,59348,192.168.10.50,21,TCP,8.797662973,26,10,16,310,122,188,34,0,11.92307692,12.25034718,150.0710059,34,0,11.92307692,12.25034718,78.96,34,0,11.92307692,12.25034718,194.4375,836,40,20,32.15384615,3.23076923,328,40,32,32.8,2.4,508,40,20,31.75,3.59687364,12.2,11.75,11.923076923076923,29200,28960,0,0,0,0,0,0,0,0,35.23663056167938,13.86731912427382,21.36931143740556,2.955330305173109,1.818664803183452,1.1366655019896572,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,24,0,1,0,7,0,0,1,9,0,0,1,7,0,0,1,15,0,1,0.35190652,0.93625872,2.992738962173462,2.86102294921875e-06,8.797662973,0.9775122,1.38065498,3.034503936767578,4.8160552978515625e-05,8.797609806060791,0.58650153,1.1503874,2.992738962173462,2.86102294921875e-06,8.797523021697998,3.333333333333333,5.333333333333333,40.66666666666666,40.66666666666666,FTP-Patator,ftp_patator
172.16.0.1_59352_192.168.10.50_21_TCP_2017-07-04 09:14:16.733385,14:16.7,172.16.0.1,59352,192.168.10.50,21,TCP,8.826680898666382,26,11,15,313,125,188,34,0,12.03846154,12.30534833,151.4215976,34,0,12.03846154,12.30534833,87.68595041,34,0,12.03846154,12.30534833,197.5822222,848,40,32,32.61538462,2.13175484,360,40,32,32.72727273,2.2998383,488,40,32,32.53333333,1.99555061,11.363636363636363,12.533333333333331,12.038461538461538,29200,28960,0,0,0,0,0,0,0,0,35.460667899220304,14.16160859,21.299059313269705,2.945614585877725,1.699393030314072,1.2462215555636529,1.3636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,25,0,0,1,7,0,0,1,10,0,0,1,7,0,0,1,15,0,0,0.35306724,0.93244297,2.985168933868408,3.0994415283203125e-06,8.826680898666382,0.88266809,1.33439622,3.02870512,6.794929504394531e-05,8.826680898666382,0.63041529,1.17379032,2.985168933868408,3.0994415283203125e-06,8.825814008712769,3.6666666666666665,5,41.66666666666666,41.66666666666666,FTP-Patator,ftp_patator
192.168.10.50_21_172.16.0.1_59352_TCP_2017-07-04 09:14:25.560121,14:25.6,192.168.10.50,21,172.16.0.1,59352,TCP,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1499174065.560121,0,1499174065.560121,1499174065.560121,1499174065.560121,0,0,0,0,0,1499174065.560121,0,1499174065.560121,1499174065.560121,1499174065.560121,0,0,0,0,FTP-Patator,ftp_patator
172.16.0.1_59354_192.168.10.50_21_TCP_2017-07-04 09:14:19.141830,14:19.1,172.16.0.1,59354,192.168.10.50,21,TCP,8.913332939,26,10,16,318,130,188,34,0,12.23076923,12.4662859,155.408284,34,0,12.23076923,12.4662859,92,34,0,12.23076923,12.4662859,194.4375,836,40,20,32.15384615,3.23076923,328,40,32,32.8,2.4,508,40,20,31.75,3.59687364,13,11.75,12.23076923076923,29200,28960,0,0,0,0,0,0,0,0,35.67689013425303,14.584892193248091,21.091997941004934,2.9169784386496187,1.7950636545536114,1.121914784096007,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,24,0,1,0,7,0,0,1,9,0,0,1,7,0,0,1,15,0,1,0.35653332,0.95464329,3.257000207901001,3.0994415283203125e-06,8.913332939,0.990364,1.41062196,3.3028039932250977,4.0531158447265625e-06,8.913275957107544,0.59421406,1.17374876,3.257000207901001,3.0994415283203125e-06,8.913210869,3.333333333333333,5.333333333333333,43.333333333333336,43.333333333333336,FTP-Patator,ftp_patator
172.16.0.1_59356_192.168.10.50_21_TCP_2017-07-04 09:14:19.535086,14:19.5,172.16.0.1,59356,192.168.10.50,21,TCP,9.009572982788086,26,11,15,316,128,188,34,0,12.15384615,12.41181914,154.0532544,34,0,12.15384615,12.41181914,94.23140496,34,0,12.15384615,12.41181914,197.5822222,848,40,32,32.61538462,2.13175484,360,40,32,32.72727273,2.2998383,488,40,32,32.53333333,1.99555061,11.636363636363637,12.533333333333331,12.153846153846152,29200,28960,0,0,0,0,0,0,0,0,35.07380434163609,14.207110619396898,20.866693722239194,2.885819344564995,1.664895775710574,1.2209235688544209,1.3636363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,2,25,0,0,1,7,0,0,1,10,0,0,1,7,0,0,1,15,0,0,0.36038292,0.9599172,3.138671875,2.86102294921875e-06,9.009572982788086,0.9009573,1.37663224,3.1833739280700684,2.86102294921875e-06,9.009572982788086,0.64348229,1.20966668,3.138671875,2.86102294921875e-06,9.008752108,3.6666666666666665,5,42.66666666666666,42.66666666666666,FTP-Patator,ftp_patator
192.168.10.50_21_172.16.0.1_59356_TCP_2017-07-04 09:14:28.544755,14:28.5,192.168.10.50,21,172.16.0.1,59356,TCP,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1499174068.5447547,0,1499174068.544755,1499174068.544755,1499174068.544755,0,0,0,0,0,1499174068.5447547,0,1499174068.544755,1499174068.544755,1499174068.544755,0,0,0,0,FTP-Patator,ftp_patator
